GO_term,Descrip,DECount,Expect,N,p,adjP,FDR,Expr,shortest_path,longest_path,terminal_node,ontology,Group
GO:0048868,pollen tube development,3,0.5964883356689473,219,0.022605918910378452,1,0.1042531789749218,Up,3,4,FALSE,BP,gad1*
GO:0002229,defense response to oomycetes,2,0.23472920616602094,87,0.02404923320787378,1,0.10860760407597202,Up,4,6,FALSE,BP,gad1*
GO:0003700,DNA-binding transcription factor activity,10,4.589646360563845,1672,0.02410423865971828,1,0.10860760407597202,Up,2,2,FALSE,MF,gad1*
GO:0009063,cellular amino acid catabolic process,2,0.24025224631110378,89,0.02508613263840045,1,0.11174731811651109,Up,4,7,FALSE,BP,gad1*
GO:0050794,regulation of cellular process,23,14.975723353392135,5446,0.026525050003153954,1,0.11519987754694105,Up,2,3,FALSE,BP,gad1*
GO:0010941,regulation of cell death,2,0.24853680652872806,92,0.02667520006351259,1,0.11519987754694105,Up,3,4,FALSE,BP,gad1*
GO:0009793,embryo development ending in seed dormancy,4,1.1267001895969004,412,0.02693404987381413,1,0.11519987754694105,Up,3,9,FALSE,BP,gad1*
GO:0043565,sequence-specific DNA binding,8,3.601022174594015,1312,0.0272137529315327,1,0.11519987754694105,Up,5,5,FALSE,MF,gad1*
GO:0002833,positive regulation of response to biotic stimulus,2,0.2540598466738109,94,0.027756732303883584,1,0.11519987754694105,Up,3,5,FALSE,BP,gad1*
GO:0006720,isoprenoid metabolic process,3,0.6489572170472344,238,0.028002483552257578,1,0.11519987754694105,Up,4,5,FALSE,BP,gad1*
GO:0009630,gravitropism,2,0.25958288681889374,96,0.028855730210649723,1,0.11519987754694105,Up,4,4,FALSE,BP,gad1*
GO:0009409,response to cold,4,1.1543153903223147,422,0.02906309053038767,1,0.11519987754694105,Up,3,4,FALSE,BP,gad1*
GO:0048316,seed development,5,1.717665485120765,627,0.029200234089069594,1,0.11519987754694105,Up,3,8,FALSE,BP,gad1*
GO:0032103,positive regulation of response to external stimulus,2,0.2623444068914352,97,0.029411710387473953,1,0.11519987754694105,Up,3,5,FALSE,BP,gad1*
GO:0043648,dicarboxylic acid metabolic process,2,0.2623444068914352,97,0.029411710387473953,1,0.11519987754694105,Up,6,6,FALSE,BP,gad1*
GO:0048869,cellular developmental process,6,2.336245981370044,852,0.029681601102655733,1,0.11519987754694105,Up,2,2,FALSE,BP,gad1*
GO:0051704,multi-organism process,5,1.7425191657736379,636,0.030783489713641532,1,0.11775865515586541,Up,1,1,FALSE,BP,gad1*
GO:0043168,anion binding,16,9.286992003956804,3379,0.031192236449233787,1,0.11775865515586541,Up,3,3,FALSE,MF,gad1*
GO:0016772,"transferase activity, transferring phosphorus-containing groups",10,4.9679746105020195,1809,0.031242092184209192,1,0.11775865515586541,Up,3,3,FALSE,MF,gad1*
GO:0006073,cellular glucan metabolic process,3,0.6848569779902729,251,0.03205623889439968,1,0.11850292952066434,Up,5,6,FALSE,BP,gad1*
GO:0031349,positive regulation of defense response,2,0.2761520072541423,102,0.03225534040837861,1,0.11850292952066434,Up,3,6,FALSE,BP,gad1*
GO:0009629,response to gravity,2,0.27891352732668373,103,0.03283662446773298,1,0.11850292952066434,Up,3,3,FALSE,BP,gad1*
GO:0140110,transcription regulator activity,10,5.031489572170472,1832,0.03291146364693894,1,0.11850292952066434,Up,1,1,FALSE,MF,gad1*
GO:0009790,embryo development,4,1.2040227516280604,440,0.033142492598607874,1,0.11850292952066434,Up,3,4,FALSE,BP,gad1*
GO:0044282,small molecule catabolic process,3,0.6959030582804385,255,0.03336229338969799,1,0.11850292952066434,Up,3,3,FALSE,BP,gad1*
GO:0007275,multicellular organism development,14,7.870332206743055,2864,0.03362540528906142,1,0.11850292952066434,Up,2,3,FALSE,BP,gad1*
GO:0044042,glucan metabolic process,3,0.7014260984255214,257,0.03402564412323782,1,0.11850292952066434,Up,5,5,FALSE,BP,gad1*
GO:0036094,small molecule binding,16,9.576951611573655,3484,0.03440488605398644,1,0.11850292952066434,Up,2,2,FALSE,MF,gad1*
GO:0003824,catalytic activity,37,28.109512818399143,10216,0.03446258664631565,1,0.11850292952066434,Up,1,1,FALSE,MF,gad1*
GO:0044281,small molecule metabolic process,10,5.1198582144917975,1864,0.035466441176554585,1,0.12089430383660345,Up,2,2,FALSE,BP,gad1*
GO:0016301,kinase activity,9,4.161610749319924,1516,0.036019857638576305,1,0.12172227753725787,Up,4,4,FALSE,MF,gad1*
GO:0010154,fruit development,5,1.8253647679498806,666,0.03644944412479291,1,0.12212121450357967,Up,4,7,FALSE,BP,gad1*
GO:0002239,response to oomycetes,2,0.29824416783447366,110,0.03701961386251579,1,0.12219710844841503,Up,3,5,FALSE,BP,gad1*
GO:0048584,positive regulation of response to stimulus,3,0.7262797790783942,266,0.03709555077898313,1,0.12219710844841503,Up,2,4,FALSE,BP,gad1*
GO:0042742,defense response to bacterium,4,1.267537713296513,463,0.038821681170751035,1,0.12681749182445337,Up,4,6,FALSE,BP,gad1*
GO:0006979,response to oxidative stress,4,1.30067595416701,475,0.04199379966484566,1,0.13604602866627685,Up,3,3,FALSE,BP,gad1*
GO:0009723,response to ethylene,3,0.7677025801665155,281,0.042518014465905404,1,0.1366152595953682,Up,4,5,FALSE,BP,gad1*
GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,3,0.7842717006017641,287,0.044792918038930464,1,0.14275466562000602,Up,7,9,FALSE,MF,gad1*
GO:0060918,auxin transport,2,0.339666968922595,125,0.04662247661965219,1,0.14738718415244884,Up,5,5,FALSE,BP,gad1*
GO:0050789,regulation of biological process,24,16.75138076003627,6090,0.047707945438897954,1,0.14961211689638398,Up,1,2,FALSE,BP,gad1*
GO:0009914,hormone transport,2,0.34795152914021926,128,0.0486420432774384,1,0.15133080130758614,Up,4,4,FALSE,BP,gad1*
GO:0044262,cellular carbohydrate metabolic process,4,1.391806116560877,508,0.05145763147923547,1,0.1588298546445693,Up,3,4,FALSE,BP,gad1*
GO:0006575,cellular modified amino acid metabolic process,2,0.36728216964800925,135,0.05347564741049387,1,0.16376917019463746,Up,3,4,FALSE,BP,gad1*
GO:0000987,cis-regulatory region sequence-specific DNA binding,3,0.8477866622702168,310,0.05406326339679892,1,0.1642852655158541,Up,6,8,FALSE,MF,gad1*
GO:0016310,phosphorylation,9,4.77466820542412,1738,0.055011587365625114,1,0.16588109421019265,Up,5,5,FALSE,BP,gad1*
GO:0046686,response to cadmium ion,3,0.8615942626329239,315,0.056191979863410436,1,0.16814699317906023,Up,5,5,FALSE,BP,gad1*
GO:0048518,positive regulation of biological process,8,3.852320501195285,1403,0.05688666024249531,1,0.1689361425383194,Up,1,3,FALSE,BP,gad1*
GO:1901701,cellular response to oxygen-containing compound,5,2.0877091748413155,761,0.05845042943589519,1,0.17227494991632267,Up,4,4,FALSE,BP,gad1*
GO:0009416,response to light stimulus,5,2.0932322149863984,763,0.05898097139418047,1,0.17254134915312497,Up,4,4,FALSE,BP,gad1*
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",3,0.8892094633583382,325,0.060568318942578296,1,0.1745888757314705,Up,3,3,FALSE,MF,gad1*
GO:0006807,nitrogen compound metabolic process,35,27.162311433517434,9871,0.06111904484084957,1,0.1745888757314705,Up,2,2,FALSE,BP,gad1*
GO:0071555,cell wall organization,4,1.4774132388096612,539,0.06133222425810059,1,0.1745888757314705,Up,3,5,FALSE,BP,gad1*
GO:0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,3,0.894732503503421,327,0.061462410334038084,1,0.1745888757314705,Up,6,8,FALSE,MF,gad1*
GO:0044264,cellular polysaccharide metabolic process,3,0.9002555436485038,329,0.06236271928933323,1,0.17587184144905485,Up,4,5,FALSE,BP,gad1*
GO:0006355,"regulation of transcription, DNA-templated",12,6.8679004204105185,2499,0.06513499706880614,1,0.17776196213409198,Up,5,10,FALSE,BP,gad1*
GO:1903506,regulation of nucleic acid-templated transcription,12,6.8679004204105185,2499,0.06513499706880614,1,0.17776196213409198,Up,6,9,FALSE,BP,gad1*
GO:2001141,regulation of RNA biosynthetic process,12,6.8679004204105185,2499,0.06513499706880614,1,0.17776196213409198,Up,5,8,FALSE,BP,gad1*
GO:0044283,small molecule biosynthetic process,5,2.1567471766548514,786,0.06528255195377651,1,0.17776196213409198,Up,3,3,FALSE,BP,gad1*
GO:0009314,response to radiation,5,2.1595086967273924,787,0.06556488619529206,1,0.17776196213409198,Up,3,3,FALSE,BP,gad1*
GO:0009908,flower development,4,1.5133129997526997,552,0.06575378701388607,1,0.17776196213409198,Up,4,8,FALSE,BP,gad1*
GO:0006793,phosphorus metabolic process,12,6.970076663094551,2536,0.06690014984577462,1,0.17884789795484185,Up,3,3,FALSE,BP,gad1*
GO:0009605,response to external stimulus,10,5.440194542906603,1980,0.0670679617330657,1,0.17884789795484185,Up,2,2,FALSE,BP,gad1*
GO:0005515,protein binding,29,21.857431374165362,7944,0.06820840620622604,1,0.1806601029245987,Up,2,2,FALSE,MF,gad1*
GO:0048827,phyllome development,4,1.5381666804055725,561,0.06891087058757257,1,0.18129571322368088,Up,4,6,FALSE,BP,gad1*
GO:0090567,reproductive shoot system development,4,1.5492127606957382,565,0.07033905586996328,1,0.18262346805551474,Up,3,7,FALSE,BP,gad1*
GO:0046395,carboxylic acid catabolic process,2,0.43079713131646197,158,0.07046588597313666,1,0.18262346805551474,Up,5,6,FALSE,BP,gad1*
GO:0051252,regulation of RNA metabolic process,12,7.141290907592119,2598,0.07083508288416006,1,0.18262346805551474,Up,4,7,FALSE,BP,gad1*
GO:0009555,pollen development,3,0.9582474651718738,350,0.07218490031709524,1,0.18262346805551474,Up,4,5,FALSE,BP,gad1*
GO:0048731,system development,10,5.622454867694337,2046,0.072342626423613,1,0.18262346805551474,Up,3,4,FALSE,BP,gad1*
GO:0042445,hormone metabolic process,2,0.4390816915340862,161,0.07279782734982827,1,0.18262346805551474,Up,2,4,FALSE,BP,gad1*
GO:0045893,"positive regulation of transcription, DNA-templated",4,1.5713049212760695,573,0.07324136159994868,1,0.18262346805551474,Up,5,11,FALSE,BP,gad1*
GO:1902680,positive regulation of RNA biosynthetic process,4,1.574066441348611,574,0.0736084386550289,1,0.18262346805551474,Up,5,9,FALSE,BP,gad1*
GO:1903508,positive regulation of nucleic acid-templated transcription,4,1.574066441348611,574,0.0736084386550289,1,0.18262346805551474,Up,6,10,FALSE,BP,gad1*
GO:0000302,response to reactive oxygen species,2,0.4446047316791691,163,0.07436631181031776,1,0.18334335993487144,Up,4,4,FALSE,BP,gad1*
GO:0019219,regulation of nucleobase-containing compound metabolic process,12,7.301459071799522,2656,0.07561148322846606,1,0.18524813390974185,Up,4,5,FALSE,BP,gad1*
GO:0016053,organic acid biosynthetic process,4,1.5961586019289424,582,0.07657917285212637,1,0.18532946843650835,Up,4,4,FALSE,BP,gad1*
GO:0006351,"transcription, DNA-templated",12,7.353927953177809,2675,0.07740409683667988,1,0.18532946843650835,Up,5,9,FALSE,BP,gad1*
GO:0097659,nucleic acid-templated transcription,12,7.35668947325035,2676,0.07750154302496404,1,0.18532946843650835,Up,6,8,FALSE,BP,gad1*
GO:0012501,programmed cell death,2,0.45565081196933477,167,0.07753579801935553,1,0.18532946843650835,Up,3,3,FALSE,BP,gad1*
GO:0045229,external encapsulating structure organization,4,1.6072046822191082,586,0.07808718225354369,1,0.18551621480841896,Up,4,4,FALSE,BP,gad1*
GO:0032774,RNA biosynthetic process,12,7.420204434918803,2699,0.07982803690541757,1,0.1885095811260463,Up,5,7,FALSE,BP,gad1*
GO:0016054,organic acid catabolic process,2,0.4694584123320419,172,0.08155695727888473,1,0.18993298463407196,Up,4,4,FALSE,BP,gad1*
GO:0015980,energy derivation by oxidation of organic compounds,2,0.4722199324045833,173,0.08236889639742917,1,0.18993298463407196,Up,3,4,FALSE,BP,gad1*
GO:0050660,flavin adenine dinucleotide binding,2,0.4722199324045833,173,0.08236889639742917,1,0.18993298463407196,Up,4,5,FALSE,MF,gad1*
GO:0099503,secretory vesicle,2,0.4722199324045833,173,0.08236889639742917,1,0.18993298463407196,Up,4,7,FALSE,CC,gad1*
GO:0051254,positive regulation of RNA metabolic process,4,1.651389003379771,602,0.0842686050099336,1,0.1931771530052279,Up,4,8,FALSE,BP,gad1*
GO:0004175,endopeptidase activity,3,1.0328085071304922,377,0.08576659728377747,1,0.19546805892581842,Up,5,5,FALSE,MF,gad1*
GO:0006357,regulation of transcription by RNA polymerase II,4,1.684527244250268,614,0.08905951221148672,1,0.20179958836359999,Up,6,11,FALSE,BP,gad1*
GO:0045935,positive regulation of nucleobase-containing compound metabolic process,4,1.7066194048305994,622,0.09232603389408141,1,0.2079988809567811,Up,4,6,FALSE,BP,gad1*
GO:0010073,meristem maintenance,2,0.5081196933476217,186,0.09314667399501445,1,0.20864854974883237,Up,2,5,FALSE,BP,gad1*
GO:0010557,positive regulation of macromolecule biosynthetic process,4,1.7204270051933064,627,0.09439675301057338,1,0.21024731352354978,Up,4,6,FALSE,BP,gad1*
GO:0042802,identical protein binding,3,1.090800428653862,398,0.09702934143307661,1,0.21488984091393237,Up,3,3,FALSE,MF,gad1*
GO:0048366,leaf development,3,1.096323468798945,400,0.09813242273461281,1,0.2151691244465942,Up,5,7,FALSE,BP,gad1*
GO:0046777,protein autophosphorylation,2,0.5246888137828704,192,0.09825324815290909,1,0.2151691244465942,Up,7,8,FALSE,BP,gad1*
GO:0048438,floral whorl development,2,0.5302118539279532,194,0.0999729610656385,1,0.217185277403616,Up,3,9,FALSE,BP,gad1*
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",3,1.1073695490891104,404,0.10035403956664989,1,0.217185277403616,Up,3,3,FALSE,MF,gad1*
GO:0000272,polysaccharide catabolic process,2,0.5329733740004946,195,0.10083602165167886,1,0.217185277403616,Up,5,5,FALSE,BP,gad1*
GO:0002831,regulation of response to biotic stimulus,2,0.5412579342181189,198,0.10343780638589095,1,0.21935745655729974,Up,3,4,FALSE,BP,gad1*
GO:0065007,biological regulation,25,18.908127936691123,6872,0.10375074278218832,1,0.21935745655729974,Up,1,1,FALSE,BP,gad1*
GO:0009266,response to temperature stimulus,4,1.7811804467892176,649,0.1037695687113775,1,0.21935745655729974,Up,3,3,FALSE,BP,gad1*
GO:0006796,phosphate-containing compound metabolic process,11,6.8540928200478115,2493,0.10428974452185688,1,0.21935745655729974,Up,4,4,FALSE,BP,gad1*
GO:0008610,lipid biosynthetic process,4,1.7867034869343006,651,0.10464246014340575,1,0.21935745655729974,Up,4,4,FALSE,BP,gad1*
GO:0035556,intracellular signal transduction,4,1.7949880471519248,654,0.10595820450032425,1,0.220934128532591,Up,3,5,FALSE,BP,gad1*
GO:0005524,ATP binding,11,6.9203693017888055,2517,0.10710834037649768,1,0.22127490703039474,Up,3,8,TRUE,MF,gad1*
GO:0009873,ethylene-activated signaling pathway,2,0.555065534580826,203,0.10781506949695253,1,0.22127490703039474,Up,4,7,FALSE,BP,gad1*
GO:0032101,regulation of response to external stimulus,2,0.555065534580826,203,0.10781506949695253,1,0.22127490703039474,Up,3,4,FALSE,BP,gad1*
GO:0031328,positive regulation of cellular biosynthetic process,4,1.8115571675871733,660,0.10861261043239773,1,0.2217507462994787,Up,4,6,FALSE,BP,gad1*
GO:0071369,cellular response to ethylene stimulus,2,0.574396175088616,210,0.11402561774817097,1,0.23055837934207257,Up,5,6,FALSE,BP,gad1*
